,58344
1980s,1985-1989,5,5,5,0,0,1.000,2242,68,2526,32.97,5.32,,58344
1990s,1990-1999,4,4,4,0,0,1.000,1874,56,2094,33.46,5.36,,58344
2000s,2000-2007,5,5,5,0,0,1.000,3015,71,2867,42.46,6.30,,58344
,58344
won the toss,1985-2007,14,6,8,0,0,0.750,3522,109,3800,32.31,5.56,,58344
lost the toss,1985-2007,14,8,6,0,0,1.333,3609,86,3687,41.96,5.87,,58344
,58344
won toss & batted,1987-2007,5,3,2,0,0,1.500,1245,41,1473,30.36,5.07,,58344
won toss & fielded,1985-2007,9,3,6,0,0,0.500,2277,68,2327,33.48,5.87,,58344
lost toss & sent in,1985-2007,9,6,3,0,0,2.000,2537,56,2496,45.30,6.09,,58344
lost toss & fielded,1987-2007,5,2,3,0,0,0.666,1072,30,1191,35.73,5.40,,58344
,58344
matches batting first,1985-2007,14,9,5,0,0,1.800,3782,97,3969,38.98,5.71,,58344
matches fielding first,1985-2007,14,5,9,0,0,0.555,3349,98,3518,34.17,5.71,,58344
,58344
1st match innings,1985-2007,14,9,5,0,0,1.800,3782,97,3969,38.98,5.71,,58344
2nd match innings,1985-2007,14,5,9,0,0,0.555,3349,98,3518,34.17,5.71,,58344
,58344
won match,1985-2007,14,14,0,0,0,-,3792,72,3778,52.66,6.02,,58344
lost match,1985-2007,14,0,14,0,0,0.000,3339,123,3709,27.14,5.40,,58344
,58344
won batting first,1987-2007,9,9,0,0,0,-,2694,55,2634,48.98,6.13,,58344
won fielding first,1985-2002,5,5,0,0,0,-,1098,17,1144,64.58,5.75,,58344
lost batting first,1985-2002,5,0,5,0,0,0.000,1088,42,1335,25.90,4.88,,58344
lost fielding first,1987-2007,9,0,9,0,0,0.000,2251,81,2374,27.79,5.68,,58344
,58344
2 team series,1985-2007,10,10,10,0,0,1.000,5491,148,5626,37.10,5.85,,58344
3-4 team tournaments,1999-1999,1,1,1,0,0,1.000,494,14,528,35.28,5.61,,58344
5+ team tournaments,1987-1996,3,3,3,0,0,1.000,1146,33,1333,34.72,5.15,,58344
,58344
1st match in series,1987-2007,4,4,4,0,0,1.000,2077,57,2222,36.43,5.60,,58344
2nd match in series,2002-2002,1,1,1,0,0,1.000,559,12,560,46.58,5.98,,58344
4th match in series,1985-1985,1,1,1,0,0,1.000,481,14,586,34.35,4.92,,58344
5th match in series,1987-2000,3,3,3,0,0,1.000,1758,50,1658,35.16,6.36,,58344
6th match in series,2007-2007,1,1,1,0,0,1.000,616,15,600,41.06,6.16,,58344
,58344
World Cup,1987-1996,2,2,2,0,0,1.000,757,22,982,34.40,4.62,,58344
,58344
tournament semi-finals,1989-1989,1,1,1,0,0,1.000,389,11,351,35.36,6.64,,58344
preliminary matches,1987-1999,3,3,3,0,0,1.000,1251,36,1510,34.75,4.97,,58344
overall,1993-1996,3,2,2,0,1,1.000,787,34,1241,23.14,3.80,Profile,58373
Kenya,1996-1996,2,0,1,0,1,0.000,134,10,298,13.40,2.69,,58373
Sri Lanka,1993-1993,1,1,0,0,0,-,263,6,300,43.83,5.26,,58373
Zimbabwe,1993-1996,3,1,1,0,1,1.000,390,18,643,21.66,3.63,,58373
,58373
neutral,1993-1996,3,2,2,0,1,1.000,787,34,1241,23.14,3.80,,58373
,58373
1990s,1993-1996,3,2,2,0,1,1.000,787,34,1241,23.14,3.80,,58373
,58373
won the toss,1993-1996,3,1,1,0,1,1.000,390,18,643,21.66,3.63,,58373
lost the toss,1993-1996,3,1,1,0,1,1.000,397,16,598,24.81,3.98,,58373
,58373
won toss & batted,1996-1996,1,0,0,0,1,0.000,45,3,95,15.00,2.84,,58373
won toss & fielded,1993-1996,2,1,1,0,0,1.000,345,15,548,23.00,3.77,,58373
lost toss & sent in,1993-1996,2,1,1,0,0,1.000,397,16,598,24.81,3.98,,58373
lost toss & fielded,1996-1996,1,0,0,0,1,0.000,0,0,0,-,-,,58373
,58373
matches batting first,1993-1996,3,1,1,0,1,1.000,442,19,693,23.26,3.82,,58373
matches fielding first,1993-1996,3,1,1,0,1,1.000,345,15,548,23.00,3.77,,58373
,58373
1st match innings,1993-1996,3,1,1,0,1,1.000,442,19,693,23.26,3.82,,58373
2nd match innings,1993-1996,2,1,1,0,0,1.000,345,15,548,23.00,3.77,,58373
,58373
won match,1993-1996,2,2,0,0,0,-,400,11,554,36.36,4.33,,58373
lost match,1993-1996,2,0,2,0,0,0.000,342,20,592,17.10,3.46,,58373
no result,1996-1996,1,0,0,0,1,0.000,45,3,95,15.00,2.84,,58373
,58373
won batting first,1993-1993,1,1,0,0,0,-,263,6,300,43.83,5.26,,58373
won fielding first,1996-1996,1,1,0,0,0,-,137,5,254,27.40,3.23,,58373
lost batting first,1996-1996,1,0,1,0,0,0.000,134,10,298,13.40,2.69,,58373
lost fielding first,1993-1993,1,0,1,0,0,0.000,208,10,294,20.80,4.24,,58373
no result batting first,1996-1996,1,0,0,0,1,0.000,45,3,95,15.00,2.84,,58373
no result fielding first,1996-1996,1,0,0,0,1,0.000,0,0,0,-,-,,58373
,58373
World Cup,1996-1996,2,1,1,0,1,1.000,316,18,647,17.55,2.93,,58373
overall,1984-2005,11,11,11,0,0,1.000,4824,149,6095,32.37,4.74,Profile,58383
Australia,2001-2003,2,2,0,0,0,-,508,10,570,50.80,5.34,,58383
England,1984-1987,2,2,0,0,0,-,434,8,508,54.25,5.12,,58383
India,1984-2005,8,5,3,0,0,1.666,1834,47,2217,39.02,4.96,,58383
Kenya,1996-1996,1,1,0,0,0,-,166,10,297,16.60,3.35,,58383
New Zealand,1995-2003,2,0,2,0,0,0.000,493,15,600,32.86,4.93,,58383
Pakistan,1987-1987,1,1,0,0,0,-,121,4,224,30.25,3.24,,58383
Sri Lanka,1987-2005,4,0,4,0,0,0.000,941,35,1168,26.88,4.83,,58383
West Indies,1996-1996,1,0,1,0,0,0.000,93,10,212,9.30,2.63,,58383
Zimbabwe,1993-1993,1,0,1,0,0,0.000,234,10,299,23.40,4.69,,58383
,58383
home,1984-2005,8,5,3,0,0,1.666,1834,47,2217,39.02,4.96,,58383
away,1984-2005,8,3,5,0,0,0.600,1777,56,2222,31.73,4.79,,58383
neutral,1987-2003,3,3,3,0,0,1.000,1213,46,1656,26.36,4.39,,58383
,58383
1980s,1984-1987,3,3,3,0,0,1.000,1107,34,1554,32.55,4.27,,58383
1990s,1990-1999,5,5,5,0,0,1.000,2180,71,2798,30.70,4.67,,58383
2000s,2001-2005,3,3,3,0,0,1.000,1537,44,1743,34.93,5.29,,58383
,58383
won the toss,1984-2005,11,6,5,0,0,1.200,2354,76,2993,30.97,4.71,,58383
lost the toss,1984-2005,11,5,6,0,0,0.833,2470,73,3102,33.83,4.77,,58383
,58383
won toss & batted,1987-2001,3,0,3,0,0,0.000,586,25,852,23.44,4.12,,58383
won toss & fielded,1984-2005,8,6,2,0,0,3.000,1768,51,2141,34.66,4.95,,58383
lost toss & sent in,1984-2005,8,2,6,0,0,0.333,1881,65,2359,28.93,4.78,,58383
lost toss & fielded,1987-2001,3,3,0,0,0,-,589,8,743,73.62,4.75,,58383
,58383
matches batting first,1984-2005,11,2,9,0,0,0.222,2467,90,3211,27.41,4.60,,58383
matches fielding first,1984-2005,11,9,2,0,0,4.500,2357,59,2884,39.94,4.90,,58383
,58383
1st match innings,1984-2005,11,2,9,0,0,0.222,2467,90,3211,27.41,4.60,,58383
2nd match innings,1984-2005,11,9,2,0,0,4.500,2357,59,2884,39.94,4.90,,58383
,58383
won match,1984-2005,11,11,0,0,0,-,2481,55,2994,45.10,4.97,,58383
lost match,1984-2005,11,0,11,0,0,0.000,2343,94,3101,24.92,4.53,,58383
,58383
won batting first,1996-1999,2,2,0,0,0,-,452,16,597,28.25,4.54,,58383
won fielding first,1984-2005,9,9,0,0,0,-,2029,39,2397,52.02,5.07,,58383
lost batting first,1984-2005,9,0,9,0,0,0.000,2015,74,2614,27.22,4.62,,58383
lost fielding first,1996-1999,2,0,2,0,0,0.000,328,20,487,16.40,4.04,,58383
,58383
2 team series,1984-2005,7,7,7,0,0,1.000,3090,87,3864,35.51,4.79,,58383
3-4 team tournaments,1999-2003,2,2,2,0,0,1.000,1038,33,1174,31.45,5.30,,58383
5+ team tournaments,1987-1996,2,2,2,0,0,1.000,696,29,1057,24.00,3.95,,58383
,58383
1st match in series,1984-1984,1,1,1,0,0,1.000,429,12,530,35.75,4.85,,58383
2nd match in series,1990-2001,2,2,2,0,0,1.000,954,23,1138,41.47,5.02,,58383
3rd match in series,1993-1993,1,1,1,0,0,1.000,472,12,572,39.33,4.95,,58383
4th match in series,1987-2005,3,3,3,0,0,1.000,1235,40,1624,30.87,4.56,,58383
,58383
World Cup,1987-1996,2,2,2,0,0,1.000,696,29,1057,24.00,3.95,,58383
overall,1986-2009,12,12,12,0,0,1.000,6243,164,6653,38.06,5.63,Profile,58401
Australia,1986-1986,1,1,0,0,0,-,263,3,279,87.66,5.65,,58401
England,2008-2008,1,0,1,0,0,0.000,229,10,226,22.90,6.07,,58401
India,1986-2009,11,6,5,0,0,1.200,2969,69,2989,43.02,5.95,,58401
New Zealand,1999-1999,1,1,0,0,0,-,349,9,300,38.77,6.98,,58401
South Africa,1996-1996,1,1,0,0,0,-,188,5,292,37.60,3.86,,58401
Sri Lanka,1989-2009,5,2,3,0,0,0.666,1282,40,1440,32.05,5.34,,58401
West Indies,1988-2002,3,1,2,0,0,0.500,701,18,841,38.94,5.00,,58401
Zimbabwe,2000-2000,1,0,1,0,0,0.000,262,10,286,26.20,5.49,,58401
,58401
home,1986-2009,11,6,5,0,0,1.200,2969,69,2989,43.02,5.95,,58401
away,1986-2009,11,5,6,0,0,0.833,2918,80,3081,36.47,5.68,,58401
neutral,1989-1989,1,1,1,0,0,1.000,356,15,583,23.73,3.66,,58401
,58401
1980s,1986-1989,3,3,3,0,0,1.000,1325,35,1649,37.85,4.82,,58401
1990s,1994-1999,3,3,3,0,0,1.000,1512,47,1763,32.17,5.14,,58401
2000s,2000-2009,6,6,6,0,0,1.000,3406,82,3241,41.53,6.30,,58401
,58401
won the toss,1986-2009,12,5,7,0,0,0.714,2987,84,3193,35.55,5.61,,58401
lost the toss,1986-2009,12,7,5,0,0,1.400,3256,80,3460,40.70,5.64,,58401
,58401
won toss & batted,1988-1999,3,1,2,0,0,0.500,755,26,847,29.03,5.34,,58401
won toss & fielded,1986-2009,9,4,5,0,0,0.800,2232,58,2346,38.48,5.70,,58401
lost toss & sent in,1986-2009,9,5,4,0,0,1.250,2537,61,2645,41.59,5.75,,58401
lost toss & fielded,1988-1999,3,2,1,0,0,2.000,719,19,815,37.84,5.29,,58401
,58401
matches batting first,1986-2009,12,6,6,0,0,1.000,3292,87,3492,37.83,5.65,,58401
matches fielding first,1986-2009,12,6,6,0,0,1.000,2951,77,3161,38.32,5.60,,58401
,58401
1st match innings,1986-2009,12,6,6,0,0,1.000,3292,87,3492,37.83,5.65,,58401
2nd match innings,1986-2009,12,6,6,0,0,1.000,2951,77,3161,38.32,5.60,,58401
,58401
won match,1986-2009,12,12,0,0,0,-,3207,62,3267,51.72,5.88,,58401
lost match,1986-2009,12,0,12,0,0,0.000,3036,102,3386,29.76,5.37,,58401
,58401
won batting first,1994-2009,6,6,0,0,0,-,1954,40,1800,48.85,6.51,,58401
won fielding first,1986-2005,6,6,0,0,0,-,1253,22,1467,56.95,5.12,,58401
lost batting first,1986-2005,6,0,6,0,0,0.000,1338,47,1692,28.46,4.74,,58401
lost fielding first,1994-2009,6,0,6,0,0,0.000,1698,55,1694,30.87,6.01,,58401
,58401
2 team series,1986-2009,10,10,10,0,0,1.000,5514,134,5489,41.14,6.02,,58401
3-4 team tournaments,1996-1996,1,1,1,0,0,1.000,373,15,581,24.86,3.85,,58401
5+ team tournaments,1989-1989,1,1,1,0,0,1.000,356,15,583,23.73,3.66,,58401
,58401
1st match in series,1994-2009,4,4,4,0,0,1.000,2580,62,2308,41.61,6.70,,58401
2nd match in series,2007-2007,1,1,1,0,0,1.000,509,17,600,29.94,5.09,,58401
3rd match in series,2002-2002,1,1,1,0,0,1.000,500,6,463,83.33,6.47,,58401
4th match in series,1988-1988,1,1,1,0,0,1.000,446,11,499,40.54,5.36,,58401
5th match in series,2000-2000,1,1,1,0,0,1.000,563,16,586,35.18,5.76,,58401
6th match in series,1986-2005,2,2,2,0,0,1.000,916,22,1033,41.63,5.32,,58401
overall,1983-1986,2,2,2,0,0,1.000,732,25,942,29.28,4.66,Profile,58456
Australia,1986-1986,1,1,0,0,0,-,226,7,276,32.28,4.91,,58456
India,1983-1986,2,0,2,0,0,0.000,398,18,530,22.11,4.50,,58456
West Indies,1983-1983,1,1,0,0,0,-,108,0,136,-,4.76,,58456
,58456
home,1983-1986,2,0,2,0,0,0.000,398,18,530,22.11,4.50,,58456
away,1983-1986,2,2,0,0,0,-,334,7,412,47.71,4.86,,58456
,58456
1980s,1983-1986,2,2,2,0,0,1.000,732,25,942,29.28,4.66,,58456
,58456
won the toss,1983-1986,2,2,0,0,0,-,334,7,412,47.71,4.86,,58456
lost the toss,1983-1986,2,0,2,0,0,0.000,398,18,530,22.11,4.50,,58456
,58456
won toss & fielded,1983-1986,2,2,0,0,0,-,334,7,412,47.71,4.86,,58456
lost toss & sent in,1983-1986,2,0,2,0,0,0.000,398,18,530,22.11,4.50,,58456
,58456
matches batting first,1983-1986,2,0,2,0,0,0.000,398,18,530,22.11,4.50,,58456
matches fielding first,1983-1986,2,2,0,0,0,-,334,7,412,47.71,4.86,,58456
,58456
1st match innings,1983-1986,2,0,2,0,0,0.000,398,18,530,22.11,4.50,,58456
2nd match innings,1983-1986,2,2,0,0,0,-,334,7,412,47.71,4.86,,58456
,58456
won match,1983-1986,2,2,0,0,0,-,334,7,412,47.71,4.86,,58456
lost match,1983-1986,2,0,2,0,0,0.000,398,18,530,22.11,4.50,,58456
,58456
won fielding first,1983-1986,2,2,0,0,0,-,334,7,412,47.71,4.86,,58456
lost batting first,1983-1986,2,0,2,0,0,0.000,398,18,530,22.11,4.50,,58456
,58456
1st match in series,1983-1983,1,1,1,0,0,1.000,284,10,384,28.40,4.43,,58456
2nd match in series,1986-1986,1,1,1,0,0,1.000,448,15,558,29.86,4.81,,58456
overall,1984-1988,2,1,1,0,1,1.000,684,20,795,34.20,5.16,Profile,58479
Australia,1984-1984,1,0,0,0,1,0.000,29,1,46,29.00,3.78,,58479
India,1984-1988,2,0,1,0,1,0.000,414,18,492,23.00,5.04,,58479
West Indies,1988-1988,1,1,0,0,0,-,241,1,257,241.00,5.62,,58479
,58479
home,1984-1988,2,0,1,0,1,0.000,414,18,492,23.00,5.04,,58479
away,1984-1988,2,1,0,0,1,-,270,2,303,135.00,5.34,,58479
,58479
1980s,1984-1988,2,1,1,0,1,1.000,684,20,795,34.20,5.16,,58479
,58479
won the toss,1984-1988,2,1,0,0,1,-,270,2,303,135.00,5.34,,58479
lost the toss,1984-1988,2,0,1,0,1,0.000,414,18,492,23.00,5.04,,58479
,58479
won toss & fielded,1984-1988,2,1,0,0,1,-,270,2,303,135.00,5.34,,58479
lost toss & sent in,1984-1988,2,0,1,0,1,0.000,414,18,492,23.00,5.04,,58479
,58479
matches batting first,1984-1988,2,0,1,0,1,0.000,414,18,492,23.00,5.04,,58479
matches fielding first,1984-1988,2,1,0,0,1,-,270,2,303,135.00,5.34,,58479
,58479
1st match innings,1984-1988,2,0,1,0,1,0.000,414,18,492,23.00,5.04,,58479
2nd match innings,1984-1988,2,1,0,0,1,-,270,2,303,135.00,5.34,,58479
,58479
won match,1988-1988,1,1,0,0,0,-,241,1,257,241.00,5.62,,58479
lost match,1988-1988,1,0,1,0,0,0.000,239,8,270,29.87,5.31,,58479
no result,1984-1984,1,0,0,0,1,0.000,204,11,268,18.54,4.56,,58479
,58479
won fielding first,1988-1988,1,1,0,0,0,-,241,1,257,241.00,5.62,,58479
lost batting first,1988-1988,1,0,1,0,0,0.000,239,8,270,29.87,5.31,,58479
no result batting first,1984-1984,1,0,0,0,1,0.000,175,10,222,17.50,4.72,,58479
no result fielding first,1984-1984,1,0,0,0,1,0.000,29,1,46,29.00,3.78,,58479
,58479
2nd match in series,1984-1984,1,0,0,0,1,0.000,204,11,268,18.54,4.56,,58479
7th match in series,1988-1988,1,1,1,0,0,1.000,480,9,527,53.33,5.46,,58479
overall,1994-2010,10,10,10,0,0,1.000,5057,125,5565,40.45,5.45,Profile,58516
Australia,2007-2009,2,2,0,0,0,-,441,9,455,49.00,5.81,,58516
India,1994-2010,9,6,3,0,0,2.000,2369,49,2488,48.34,5.71,,58516
Netherlands,1996-1996,1,0,1,0,0,0.000,188,7,300,26.85,3.76,,58516
New Zealand,1994-2010,3,1,2,0,0,0.500,800,21,900,38.09,5.33,,58516
South Africa,2000-2000,1,0,1,0,0,0.000,282,5,300,56.40,5.64,,58516
Sri Lanka,2005-2005,1,0,1,0,0,0.000,244,9,300,27.11,4.88,,58516
West Indies,2002-2007,2,1,1,0,0,1.000,472,15,531,31.46,5.33,,58516
Zimbabwe,1998-1998,1,0,1,0,0,0.000,261,10,291,26.10,5.38,,58516
,58516
home,1994-2010,9,6,3,0,0,2.000,2369,49,2488,48.34,5.71,,58516
away,1994-2010,9,3,6,0,0,0.500,2193,61,2477,35.95,5.31,,58516
neutral,1996-1996,1,1,1,0,0,1.000,495,15,600,33.00,4.95,,58516
,58516
1990s,1994-1998,3,3,3,0,0,1.000,1570,37,1780,42.43,5.29,,58516
2000s,2000-2009,6,6,6,0,0,1.000,3034,78,3248,38.89,5.60,,58516
2010s,2010-2010,1,1,1,0,0,1.000,453,10,537,45.30,5.06,,58516
,58516
won the toss,1994-2010,10,4,6,0,0,0.666,2504,70,2797,35.77,5.37,,58516
lost the toss,1994-2010,10,6,4,0,0,1.500,2553,55,2768,46.41,5.53,,58516
,58516
won toss & batted,1994-2009,6,2,4,0,0,0.500,1542,44,1738,35.04,5.32,,58516
won toss & fielded,1998-2010,4,2,2,0,0,1.000,962,26,1059,37.00,5.45,,58516
lost toss & sent in,1998-2010,4,2,2,0,0,1.000,1129,25,1188,45.16,5.70,,58516
lost toss & fielded,1994-2009,6,4,2,0,0,2.000,1424,30,1580,47.46,5.40,,58516
,58516
matches batting first,1994-2010,10,4,6,0,0,0.666,2671,69,2926,38.71,5.47,,58516
matches fielding first,1994-2010,10,6,4,0,0,1.500,2386,56,2639,42.60,5.42,,58516
,58516
1st match innings,1994-2010,10,4,6,0,0,0.666,2671,69,2926,38.71,5.47,,58516
2nd match innings,1994-2010,10,6,4,0,0,1.500,2386,56,2639,42.60,5.42,,58516
,58516
won match,1994-2010,10,10,0,0,0,-,2682,45,2698,59.60,5.96,,58516
lost match,1994-2010,10,0,10,0,0,0.000,2375,80,2867,29.68,4.97,,58516
,58516
won batting first,1996-2009,4,4,0,0,0,-,1214,24,1200,50.58,6.07,,58516
won fielding first,1994-2010,6,6,0,0,0,-,1468,21,1498,69.90,5.87,,58516
lost batting first,1994-2010,6,0,6,0,0,0.000,1457,45,1726,32.37,5.06,,58516
lost fielding first,1996-2009,4,0,4,0,0,0.000,918,35,1141,26.22,4.82,,58516
,58516
2 team series,2000-2010,7,7,7,0,0,1.000,3487,88,3785,39.62,5.52,,58516
3-4 team tournaments,1994-1998,2,2,2,0,0,1.000,1075,22,1180,48.86,5.46,,58516
5+ team tournaments,1996-1996,1,1,1,0,0,1.000,495,15,600,33.00,4.95,,58516
,58516
1st match in series,2009-2009,1,1,1,0,0,1.000,580,16,600,36.25,5.80,,58516
3rd match in series,2010-2010,1,1,1,0,0,1.000,453,10,537,45.30,5.06,,58516
4th match in series,2000-2007,2,2,2,0,0,1.000,1087,24,1149,45.29,5.67,,58516
5th match in series,2002-2007,2,2,2,0,0,1.000,878,24,962,36.58,5.47,,58516
7th match in series,2005-2005,1,1,1,0,0,1.000,489,14,537,34.92,5.46,,58516
,58516
World Cup,1996-1996,1,1,1,0,0,1.000,495,15,600,33.00,4.95,,58516
overall,1983-1988,3,3,3,0,0,1.000,1367,40,1641,34.17,4.99,Profile,58519
India,1983-1988,3,2,1,0,0,2.000,731,22,835,33.22,5.25,,58519
New Zealand,1988-1988,1,0,1,0,0,0.000,278,3,300,92.66,5.56,,58519
Sri Lanka,1987-1987,1,0,1,0,0,0.000,141,9,219,15.66,3.86,,58519
West Indies,1983-1983,1,1,0,0,0,-,217,6,287,36.16,4.53,,58519
,58519
home,1983-1988,3,2,1,0,0,2.000,731,22,835,33.22,5.25,,58519
away,1983-1988,3,1,2,0,0,0.500,636,18,806,35.33,4.73,,58519
,58519
1980s,1983-1988,3,3,3,0,0,1.000,1367,40,1641,34.17,4.99,,58519
,58519
won the toss,1983-1988,3,0,3,0,0,0.000,633,18,813,35.16,4.67,,58519
lost the toss,1983-1988,3,3,0,0,0,-,734,22,828,33.36,5.31,,58519
,58519
won toss & batted,1983-1988,2,0,2,0,0,0.000,492,9,594,54.66,4.96,,58519
won toss & fielded,1987-1987,1,0,1,0,0,0.000,141,9,219,15.66,3.86,,58519
lost toss & sent in,1987-1987,1,1,0,0,0,-,235,8,258,29.37,5.46,,58519
lost toss & fielded,1983-1988,2,2,0,0,0,-,499,14,570,35.64,5.25,,58519
,58519
matches batting first,1983-1988,3,1,2,0,0,0.500,727,17,852,42.76,5.11,,58519
matches fielding first,1983-1988,3,2,1,0,0,2.000,640,23,789,27.82,4.86,,58519
,58519
1st match innings,1983-1988,3,1,2,0,0,0.500,727,17,852,42.76,5.11,,58519
2nd match innings,1983-1988,3,2,1,0,0,2.000,640,23,789,27.82,4.86,,58519
,58519
won match,1983-1988,3,3,0,0,0,-,734,22,828,33.36,5.31,,58519
lost match,1983-1988,3,0,3,0,0,0.000,633,18,813,35.16,4.67,,58519
,58519
won batting first,1987-1987,1,1,0,0,0,-,235,8,258,29.37,5.46,,58519
won fielding first,1983-1988,2,2,0,0,0,-,499,14,570,35.64,5.25,,58519
lost batting first,1983-1988,2,0,2,0,0,0.000,492,9,594,54.66,4.96,,58519
lost fielding first,1987-1987,1,0,1,0,0,0.000,141,9,219,15.66,3.86,,58519
,58519
2nd match in series,1983-1983,1,1,1,0,0,1.000,431,12,581,35.91,4.45,,58519
4th match in series,1987-1988,2,2,2,0,0,1.000,936,28,1060,33.42,5.29,,58519
overall,1988-2001,5,5,5,0,0,1.000,2497,72,2849,34.68,5.25,Profile,58542
Australia,1996-2001,2,2,0,0,0,-,642,11,600,58.36,6.42,,58542
India,1988-2001,3,2,1,0,0,2.000,702,20,812,35.10,5.18,,58542
Kenya,1996-1996,1,0,1,0,0,0.000,207,7,300,29.57,4.14,,58542
New Zealand,1988-1988,1,0,1,0,0,0.000,196,9,300,21.77,3.92,,58542
Pakistan,1999-1999,1,0,1,0,0,0.000,241,10,279,24.10,5.18,,58542
Sri Lanka,1999-1999,1,1,0,0,0,-,253,8,300,31.62,5.06,,58542
West Indies,1994-1994,1,0,1,0,0,0.000,256,7,258,36.57,5.95,,58542
,58542
home,1988-2001,3,2,1,0,0,2.000,702,20,812,35.10,5.18,,58542
away,1988-2001,3,1,2,0,0,0.500,790,20,858,39.50,5.52,,58542
neutral,1996-1999,2,2,2,0,0,1.000,1005,32,1179,31.40,5.11,,58542
,58542
1980s,1988-1988,1,1,1,0,0,1.000,393,15,578,26.20,4.07,,58542
1990s,1994-1999,3,3,3,0,0,1.000,1521,43,1701,35.37,5.36,,58542
2000s,2001-2001,1,1,1,0,0,1.000,583,14,570,41.64,6.13,,58542
,58542
won the toss,1988-2001,5,3,2,0,0,1.500,1251,32,1436,39.09,5.22,,58542
lost the toss,1988-2001,5,2,3,0,0,0.666,1246,40,1413,31.15,5.29,,58542
,58542
won toss & batted,1999-2001,2,2,0,0,0,-,591,12,600,49.25,5.91,,58542
won toss & fielded,1988-1996,3,1,2,0,0,0.500,660,20,836,33.00,4.73,,58542
lost toss & sent in,1988-1996,3,2,1,0,0,2.000,760,20,864,38.00,5.27,,58542
lost toss & fielded,1999-2001,2,0,2,0,0,0.000,486,20,549,24.30,5.31,,58542
,58542
matches batting first,1988-2001,5,4,1,0,0,4.000,1351,32,1464,42.21,5.53,,58542
matches fielding first,1988-2001,5,1,4,0,0,0.250,1146,40,1385,28.65,4.96,,58542
,58542
1st match innings,1988-2001,5,4,1,0,0,4.000,1351,32,1464,42.21,5.53,,58542
2nd match innings,1988-2001,5,1,4,0,0,0.250,1146,40,1385,28.65,4.96,,58542
,58542
won match,1988-2001,5,5,0,0,0,-,1352,29,1442,46.62,5.62,,58542
lost match,1988-2001,5,0,5,0,0,0.000,1145,43,1407,26.62,4.88,,58542
,58542
won batting first,1994-2001,4,4,0,0,0,-,1155,23,1164,50.21,5.95,,58542
won fielding first,1988-1988,1,1,0,0,0,-,197,6,278,32.83,4.25,,58542
lost batting first,1988-1988,1,0,1,0,0,0.000,196,9,300,21.77,3.92,,58542
lost fielding first,1994-2001,4,0,4,0,0,0.000,949,34,1107,27.91,5.14,,58542
,58542
2 team series,1988-2001,3,3,3,0,0,1.000,1492,40,1670,37.30,5.36,,58542
3-4 team tournaments,1999-1999,1,1,1,0,0,1.000,494,18,579,27.44,5.11,,58542
5+ team tournaments,1996-1996,1,1,1,0,0,1.000,511,14,600,36.50,5.11,,58542
,58542
1st match in series,1988-1988,1,1,1,0,0,1.000,393,15,578,26.20,4.07,,58542
3rd match in series,1994-1994,1,1,1,0,0,1.000,516,11,522,46.90,5.93,,58542
4th match in series,2001-2001,1,1,1,0,0,1.000,583,14,570,41.64,6.13,,58542
,58542
World Cup,1996-1996,1,1,1,0,0,1.000,511,14,600,36.50,5.11,,58542
overall,2005-2018,8,7,7,1,0,1.000,4297,107,4373,40.15,5.89,Profile,58547
Australia,2010-2010,1,0,1,0,0,0.000,289,3,300,96.33,5.78,,58547
India,2005-2018,8,6,1,1,0,6.000,2278,43,2221,52.97,6.15,,58547
New Zealand,2016-2016,1,0,1,0,0,0.000,79,10,139,7.90,3.41,,58547
Pakistan,2005-2005,1,0,1,0,0,0.000,298,10,265,29.80,6.74,,58547
Sri Lanka,2007-2017,2,0,2,0,0,0.000,474,17,551,27.88,5.16,,58547
West Indies,2011-2018,3,1,1,1,0,1.000,879,24,897,36.62,5.87,,58547
,58547
home,2005-2018,8,6,1,1,0,6.000,2278,43,2221,52.97,6.15,,58547
away,2005-2018,8,1,6,1,0,0.166,2019,64,2152,31.54,5.62,,58547
,58547
2000s,2005-2007,2,2,2,0,0,1.000,1176,29,1093,40.55,6.45,,58547
2010s,2010-2018,6,5,5,1,0,1.000,3121,78,3280,40.01,5.70,,58547
,58547
won the toss,2005-2018,8,7,0,1,0,-,2279,44,2218,51.79,6.16,,58547
lost the toss,2005-2018,8,0,7,1,0,0.000,2018,63,2155,32.03,5.61,,58547
,58547
won toss & batted,2005-2018,3,2,0,1,0,-,946,21,900,45.04,6.30,,58547
won toss & fielded,2007-2017,5,5,0,0,0,-,1333,23,1318,57.95,6.06,,58547
lost toss & sent in,2007-2017,5,0,5,0,0,0.000,1320,36,1451,36.66,5.45,,58547
lost toss & fielded,2005-2018,3,0,2,1,0,0.000,698,27,704,25.85,5.94,,58547
,58547
matches batting first,2005-2018,8,2,5,1,0,0.400,2266,57,2351,39.75,5.78,,58547
matches fielding first,2005-2018,8,5,2,1,0,2.500,2031,50,2022,40.62,6.02,,58547
,58547
1st match innings,2005-2018,8,2,5,1,0,0.400,2266,57,2351,39.75,5.78,,58547
2nd match innings,2005-2018,8,5,2,1,0,2.500,2031,50,2022,40.62,6.02,,58547
,58547
day match,2005-2007,2,2,2,0,0,1.000,1176,29,1093,40.55,6.45,,58547
day/night match,2010-2018,6,5,5,1,0,1.000,3121,78,3280,40.01,5.70,,58547
,58547
won match,2005-2017,7,7,0,0,0,-,1958,38,1918,51.52,6.12,,58547
